RESPID_AP20,LANGUAGE_AP20,INTERVIEW_START_AP20,INTERVIEW_END_AP20,ECON1MOD_AP20,ECON1BMOD_AP20,TYPOLOGYb_AP20,COVIDWORK_a_AP20,COVIDWORK_b_AP20,COMATTACH_AP20,VET1_AP20,VOL12_CPS_AP20,HLTHRATE_AP20,DISA_AP20,ROBWRK_AP20,RESPFUT_AP20,EMINUSE_AP20,INTMOB_AP20,INTFREQ_AP20,HOMEINTSERV_AP20,SMUSE_a_AP20,SMUSE_b_AP20,SMUSE_c_AP20,SMUSE_d_AP20,SMUSE_e_AP20,SMUSE_f_AP20,SMUSE_g_AP20,SMUSE_h_AP20,BOOKS_AP20,RADIO_AP20,DEVICE1a_AP20,SMART2_AP20,RELIG_AP20,BORN_AP20,ATTEND_AP20,RELIMP_AP20,PRAY_AP20,REG_AP20,INSURANCE_AP20,SEXASK_AP20,MARITAL_AP20,PARTY_AP20,PARTYLN_AP20,HISP_AP20,RACEMOD_1_AP20,RACEMOD_2_AP20,RACEMOD_3_AP20,RACEMOD_4_AP20,RACEMOD_5_AP20,RACEMOD_6_AP20,RACECMB_AP20,AGE_AP20,EDUC_ACS_AP20,NUMADULTS_AP20,NATIVITY_AP20,INCOME_AP20,REGION_NAME,MSA,MODE,BASEWEIGHT,WEIGHT
557.0,English,2020-06-13,2020-06-13 09:15:35,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",25.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,72.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$100,000 to less than $150,000",Northeast,Micropolitan Statistical Area,Online,2.1311079940977207,0.5643836593894818
558.0,English,2020-06-13,2020-06-13 09:54:09,Poor,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Not too attached,"Yes, self",No,Very good,No,Probably happen,The federal government,Yes,Yes,Several times a day,Other kind of connection,"No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",48.0,No,"Yes, have a cellphone","Yes, smartphone",Atheist,,Seldom,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Independent,The Democratic Party,No,White,0.0,0.0,American Indian or Alaska Native,0.0,0.0,Mixed Race,42.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$20,000 to less than $30,000",South,Not in CBSA,Online,2.1311079940977207,0.8084527633168519
559.0,English,2020-06-13,2020-06-13 10:07:39,Good,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"Yes, someone else in household",Yes,Good,Yes,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this",Refused,"No, don’t use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,,Never,Somewhat important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,63.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$100,000 to less than $150,000",South,Metropolitan Statistical Area,Online,2.1311079940977207,0.5687139860777876
560.0,English,2020-06-13,2020-06-13 09:24:43,Good,Worse,Business corporations make too much profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Excellent,No,Probably not happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Very important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Living with a partner,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,28.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$50,000 to less than $75,000",Midwest,Metropolitan Statistical Area,Online,2.1311079940977207,0.6776806583750875
561.0,English,2020-06-13,2020-06-13 09:32:48,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"Yes, self",Yes,Very good,No,Definitely happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,75.0,"1 or more years of college credit, no degree",2.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Online,2.1311079940977207,0.6117828490688223
562.0,English,2020-06-13,2020-06-13 09:31:01,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Agnostic,,Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,29.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$100,000 to less than $150,000",West,Metropolitan Statistical Area,Online,2.1311079940977207,0.7539949767778825
563.0,English,2020-06-13,2020-06-13 09:38:41,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"Yes, someone else in household",Yes,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Somewhat important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,55.0,"1 or more years of college credit, no degree",2.0,U.S.,"$100,000 to less than $150,000",South,Metropolitan Statistical Area,Online,2.1311079940977207,0.7305866550591321
564.0,English,2020-06-13,2020-06-13 10:08:56,Good,Better,Business corporations make too much profit,"No, has not happened","Yes, has happened",Somewhat attached,"Yes, someone else in household",No,Good,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Somewhat important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Female,Separated,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,58.0,Regular high school diploma,2.0,U.S.,"$10,000 to less than $20,000",South,Metropolitan Statistical Area,Online,1.626633001664655,0.5839728730685463
565.0,English,2020-06-13,2020-06-13 09:47:56,Poor,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"Yes, self",Yes,Good,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Refused,,Refused,Refused,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Refused,Refused,Refused,No,0.0,0.0,0.0,0.0,0.0,0.0,Refused,68.0,"1 or more years of college credit, no degree",Refused,U.S.,"$50,000 to less than $75,000",Midwest,Metropolitan Statistical Area,Online,0.9850835826058248,0.29205989605514976
566.0,English,2020-06-13,2020-06-13 09:39:14,Good,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Very good,No,Probably happen,The federal government,No,Yes,Several times a week,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",0.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Very important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,Yes,0.0,0.0,0.0,American Indian or Alaska Native,0.0,0.0,Some other race,56.0,Regular high school diploma,2.0,U.S.,"$50,000 to less than $75,000",West,Metropolitan Statistical Area,Online,1.626633001664655,0.6523247850158226
567.0,English,2020-06-13,2020-06-13 09:36:12,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Very good,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",4.0,No,"Yes, have a cellphone","Yes, smartphone",Atheist,,Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Living with a partner,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,28.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$75,000 to less than $100,000",Midwest,Metropolitan Statistical Area,Online,2.1053642444871223,0.9826014596121293
568.0,English,2020-06-13,2020-06-13 09:53:09,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Very good,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",40.0,Yes,"Yes, have a cellphone","Yes, smartphone",Agnostic,,Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,70.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$30,000 to less than $40,000",South,Metropolitan Statistical Area,Online,2.1311079940977207,0.6539135194780085
569.0,English,2020-06-13,2020-06-13 09:55:15,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this",20.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,Yes,White,0.0,0.0,0.0,0.0,0.0,White,53.0,"Bachelor’s degree (for example: BA, BS)",2.0,Another country,"$150,000 or more",South,Metropolitan Statistical Area,Online,1.626633001664655,0.5381899178849132
570.0,English,2020-06-13,2020-06-13 10:03:10,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",No,Very good,No,Probably not happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,,Seldom,Not at all important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,52.0,"Some college credit, but less than 1 year of college credit",2.0,U.S.,"$150,000 or more",Northeast,Metropolitan Statistical Area,Online,2.1311079940977207,1.13389811872124
571.0,English,2020-06-13,2020-06-13 10:03:57,Only fair,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Very good,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this",6.0,No,"Yes, have a cellphone","Yes, smartphone",Buddhist,,Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,59.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$30,000 to less than $40,000",West,Metropolitan Statistical Area,Online,2.1311079940977207,0.6352329754917038
